time,number of ips,pbkdf2 iterations
0.34686412299924996,100,0
9.419090283001424,100,100
15.978682160999597,100,200
22.79856520300018,100,300
29.497093486999802,100,400
36.527864260999195,100,500
42.60812623400125,100,600
49.213200090998725,100,700
56.31524522000109,100,800
63.04162802099745,100,900
