nIP,iterations,rate, pbkdf2, bloomy
100,1,0.1,43.99240711300081,9.309257312001137
100,1,0.2,43.99240711300081,14.136457733999123
100,1,0.30000000000000004,43.99240711300081,15.709829047002131
100,1,0.4,43.99240711300081,22.64789820399892
100,1,0.5,43.99240711300081,24.473907323001185
100,1,0.6,43.99240711300081,27.00285211899609
100,1,0.7000000000000001,43.99240711300081,34.90253562300495
